t, Obs_Wetland outflow (m3/day)_expression
40232.21000,0.0869316
40232.22000,0.0807765
40232.23000,0.0746214
40232.24000,0.0684662
40232.25000,0.0623111
40232.26000,0.056156
40232.27000,0.0500009
40232.28000,0.0438457
40232.29000,0.0376906
40232.30000,0.0315355
40232.31000,0.0253803
40232.32000,0.0192252
40232.33000,0.0130701
40232.34000,0.00691497
40232.35000,0.00075984
40232.36000,7.30899e-05
40232.37000,6.98863e-05
40232.38000,6.66827e-05
40232.39000,6.34791e-05
40232.40000,6.02754e-05
40232.41000,5.70718e-05
40232.42000,5.38682e-05
40232.43000,5.06646e-05
40232.44000,4.7461e-05
40232.45000,4.42574e-05
40232.46000,4.10537e-05
40232.47000,3.78501e-05
40232.48000,3.46465e-05
40232.49000,3.14429e-05
40232.50000,2.82393e-05
40232.51000,2.50357e-05
40232.52000,2.1832e-05
40232.53000,1.86284e-05
40232.54000,1.54248e-05
40232.55000,1.22212e-05
40232.56000,9.01759e-06
40232.57000,5.81397e-06
40232.58000,2.61035e-06
40232.59000,0
40232.60000,0
40232.61000,0
40232.62000,0
40232.63000,0
40232.64000,0
40232.65000,0
40232.66000,0
40232.67000,0
40232.68000,0
40232.69000,0
40232.70000,0
40232.71000,0
40232.72000,0
40232.73000,0
40232.74000,0
40232.75000,0
40232.76000,0
40232.77000,0
40232.78000,0
40232.79000,0
40232.80000,0
40232.81000,0
40232.82000,0
40232.83000,0
40232.84000,0
40232.85000,0
40232.86000,0
40232.87000,0
40232.88000,0
40232.89000,0
40232.90000,0
40232.91000,0
40232.92000,0
40232.93000,0
40232.94000,0
40232.95000,0
40232.96000,0
40232.97000,0
40232.98000,0
40232.99000,0
40233.00000,0
40233.01000,0
40233.02000,0
40233.03000,0
40233.04000,0
40233.05000,0
40233.06000,0
40233.07000,0
40233.08000,0
40233.09000,0
40233.10000,0
40233.11000,0
40233.12000,0
40233.13000,0
40233.14000,0
40233.15000,0
40233.16000,0
40233.17000,0
40233.18000,0
40233.19000,0
40233.20000,0
40233.21000,0
40233.22000,0
40233.23000,0
40233.24000,0
40233.25000,0
40233.26000,0
40233.27000,0
40233.28000,0
40233.29000,0
40233.30000,0
40233.31000,0
40233.32000,0
40233.33000,0
40233.34000,0
40233.35000,0
40233.36000,0
40233.37000,0
40233.38000,0
40233.39000,0
40233.40000,0
40233.41000,0
40233.42000,0
40233.43000,0
40233.44000,0
40233.45000,0
40233.46000,0
40233.47000,0
40233.48000,0
40233.49000,0
40233.50000,0
40233.51000,0
40233.52000,0
40233.53000,0
40233.54000,0
40233.55000,0
40233.56000,0
40233.57000,0
40233.58000,0
40233.59000,0
40233.60000,0
40233.61000,0
40233.62000,0
40233.63000,0
40233.64000,0
40233.65000,0
40233.66000,0
40233.67000,0
40233.68000,0
40233.69000,0
40233.70000,0
40233.71000,0
40233.72000,0
40233.73000,0
40233.74000,0
40233.75000,0
40233.76000,0
40233.77000,0
40233.78000,0
40233.79000,0
40233.80000,0
40233.81000,0
40233.82000,0
40233.83000,0
40233.84000,0
40233.85000,0
40233.86000,0
40233.87000,0
40233.88000,0
40233.89000,0
40233.90000,0
40233.91000,0
40233.92000,0
40233.93000,0
40233.94000,0
40233.95000,0
40233.96000,0
40233.97000,0
40233.98000,0
40233.99000,0
40234.00000,0
40234.01000,0
40234.02000,0
40234.03000,0
40234.04000,0
40234.05000,0
40234.06000,0
40234.07000,0
40234.08000,0
40234.09000,0
40234.10000,0
40234.11000,0
40234.12000,0
40234.13000,0
40234.14000,0
40234.15000,0
40234.16000,0
40234.17000,0
40234.18000,0
40234.19000,0
40234.20000,0
40234.21000,0
40234.22000,0
40234.23000,0
40234.24000,0
40234.25000,0
40234.26000,0
40234.27000,0
40234.28000,0
40234.29000,0
40234.30000,0
40234.31000,0
40234.32000,0
40234.33000,0
40234.34000,0
40234.35000,0
40234.36000,0
40234.37000,0
40234.38000,0
40234.39000,0
40234.40000,0
40234.41000,0
40234.42000,0
40234.43000,0
40234.44000,0
40234.45000,0
40234.46000,0
40234.47000,0
40234.48000,0
40234.49000,0
40234.50000,0
40234.51000,0
40234.52000,0
40234.53000,0
40234.54000,0
40234.55000,0
40234.56000,0
40234.57000,0
40234.58000,0
40234.59000,0
40234.60000,0
40234.61000,0
40234.62000,0
40234.63000,0
40234.64000,0
40234.65000,0
40234.66000,0
40234.67000,0
40234.68000,0
40234.69000,0
40234.70000,0
40234.71000,0
40234.72000,0
40234.73000,0
40234.74000,0
40234.75000,0
40234.76000,0
40234.77000,0
40234.78000,0
40234.79000,0
40234.80000,0
40234.81000,0
40234.82000,0
40234.83000,0
40234.84000,0
40234.85000,0
40234.86000,0
40234.87000,0
40234.88000,0
40234.89000,0
40234.90000,0
40234.91000,0
40234.92000,0
40234.93000,0
40234.94000,0
40234.95000,0
40234.96000,0
40234.97000,0
40234.98000,0
40234.99000,0
40235.00000,0
40235.01000,0
40235.02000,0
40235.03000,0
40235.04000,0
40235.05000,0
40235.06000,0
40235.07000,0
40235.08000,0
40235.09000,0
40235.10000,0
40235.11000,0
40235.12000,0
40235.13000,0
40235.14000,0
40235.15000,0
40235.16000,0
40235.17000,0
40235.18000,0
40235.19000,0
40235.20000,0
40235.21000,0
40235.22000,0
40235.23000,0
40235.24000,0
40235.25000,0
40235.26000,0
40235.27000,0
40235.28000,0
40235.29000,0
40235.30000,0
40235.31000,0
40235.32000,0
40235.33000,0
40235.34000,0
40235.35000,0
40235.36000,0
40235.37000,0
40235.38000,0
40235.39000,0
40235.40000,0
40235.41000,0
40235.42000,0
40235.43000,0
40235.44000,0
40235.45000,0
40235.46000,0
40235.47000,0
40235.48000,0
40235.49000,0
40235.50000,0
40235.51000,0
40235.52000,0
40235.53000,0
40235.54000,0
40235.55000,0
40235.56000,0
40235.57000,0
40235.58000,0
40235.59000,0
40235.60000,0
40235.61000,0
40235.62000,0
40235.63000,0
40235.64000,0
40235.65000,0
40235.66000,0
40235.67000,0
40235.68000,0
40235.69000,0
40235.70000,0
40235.71000,0
40235.72000,0
40235.73000,0
40235.74000,0
40235.75000,0
40235.76000,0
40235.77000,0
40235.78000,0
40235.79000,0
40235.80000,0
40235.81000,0
40235.82000,0
40235.83000,0
40235.84000,0
40235.85000,0
40235.86000,0
40235.87000,0
40235.88000,0
40235.89000,0
40235.90000,0
40235.91000,0
40235.92000,0
40235.93000,0
40235.94000,0
40235.95000,0
40235.96000,0
40235.97000,0
40235.98000,0
40235.99000,0
40236.00000,0
40236.01000,0
40236.02000,0
40236.03000,0
40236.04000,0
40236.05000,0
40236.06000,0
40236.07000,0
40236.08000,0
40236.09000,0
40236.10000,0
40236.11000,0
40236.12000,0
40236.13000,0
40236.14000,0
40236.15000,0
40236.16000,0
40236.17000,0
40236.18000,0
40236.19000,0
40236.20000,0
40236.21000,0
40236.22000,0
40236.23000,0
40236.24000,0
40236.25000,0
40236.26000,0
40236.27000,0
40236.28000,0
40236.29000,0
40236.30000,0
40236.31000,0
40236.32000,0
40236.33000,0
40236.34000,0
40236.35000,0
40236.36000,0
40236.37000,0
40236.38000,0
40236.39000,0
40236.40000,0
40236.41000,0
40236.42000,0
40236.43000,0
40236.44000,0
40236.45000,0
40236.46000,0
40236.47000,0
40236.48000,0
40236.49000,0
40236.50000,0
40236.51000,0
40236.52000,0
40236.53000,0
40236.54000,0
40236.55000,0
40236.56000,0
40236.57000,0
40236.58000,0
40236.59000,0
40236.60000,0
40236.61000,0
40236.62000,0
40236.63000,0
40236.64000,0
40236.65000,0
40236.66000,0
40236.67000,0
40236.68000,0
40236.69000,0
40236.70000,0
40236.71000,0
40236.72000,0
40236.73000,0
40236.74000,0
40236.75000,0
40236.76000,0
40236.77000,0
40236.78000,0
40236.79000,0
40236.80000,0
40236.81000,0
40236.82000,0
40236.83000,0
40236.84000,0
40236.85000,0
40236.86000,0
40236.87000,0
40236.88000,0
40236.89000,0
40236.90000,0
40236.91000,0
40236.92000,0
40236.93000,0
40236.94000,0
40236.95000,0
40236.96000,0
40236.97000,0
40236.98000,0
40236.99000,0
40237.00000,0
40237.01000,0
40237.02000,0
40237.03000,0
40237.04000,0
40237.05000,0
40237.06000,0
40237.07000,0
40237.08000,0
40237.09000,0
40237.10000,0
40237.11000,0
40237.12000,0
40237.13000,0
40237.14000,0
40237.15000,0
40237.16000,0
40237.17000,0
40237.18000,0
40237.19000,0
40237.20000,0
40237.21000,0
40237.22000,0
40237.23000,0
40237.24000,0
40237.25000,0
40237.26000,0
40237.27000,0
40237.28000,0
40237.29000,0
40237.30000,0
40237.31000,0
40237.32000,0
40237.33000,0
40237.34000,0
40237.35000,0
40237.36000,0
40237.37000,0
40237.38000,0
40237.39000,0
40237.40000,0
40237.41000,0
40237.42000,0
40237.43000,0
40237.44000,0
40237.45000,0
40237.46000,0
40237.47000,0
40237.48000,0
40237.49000,0
40237.50000,0
40237.51000,0
40237.52000,0
40237.53000,0
40237.54000,0
40237.55000,0
40237.56000,0
40237.57000,0
40237.58000,0
40237.59000,0
40237.60000,0
40237.61000,0
40237.62000,0
40237.63000,0
40237.64000,0
40237.65000,0
40237.66000,0
40237.67000,0
40237.68000,0
40237.69000,0
40237.70000,0
40237.71000,0
40237.72000,0
40237.73000,0
40237.74000,0
40237.75000,0
40237.76000,0
40237.77000,0
40237.78000,0
40237.79000,0
40237.80000,0
40237.81000,0
40237.82000,0
40237.83000,0
40237.84000,0
40237.85000,0
40237.86000,0
40237.87000,0
40237.88000,0
40237.89000,0
40237.90000,0
40237.91000,0
40237.92000,0
40237.93000,0
40237.94000,0
40237.95000,0
40237.96000,0
40237.97000,0
40237.98000,0
40237.99000,0
40238.00000,0
40238.01000,0
40238.02000,0
40238.03000,0
40238.04000,0
40238.05000,0
40238.06000,0
40238.07000,0
40238.08000,0
40238.09000,0
40238.10000,0
40238.11000,0
40238.12000,0
40238.13000,0
40238.14000,0
40238.15000,0
40238.16000,0
40238.17000,0
40238.18000,0
40238.19000,0
40238.20000,0
40238.21000,0
40238.22000,0
40238.23000,0
40238.24000,0
40238.25000,0
40238.26000,0
40238.27000,0
40238.28000,0
40238.29000,0
40238.30000,0
40238.31000,0
40238.32000,0
40238.33000,0
40238.34000,0
40238.35000,0
40238.36000,0
40238.37000,0
40238.38000,0
40238.39000,0
40238.40000,0
40238.41000,0
40238.42000,0
40238.43000,0
40238.44000,0
40238.45000,0
40238.46000,0
40238.47000,0
40238.48000,0
40238.49000,0
40238.50000,0
40238.51000,0
40238.52000,0
40238.53000,0
40238.54000,0
40238.55000,0
40238.56000,0
40238.57000,0
40238.58000,0
40238.59000,0
40238.60000,0
40238.61000,0
40238.62000,0
40238.63000,0
40238.64000,0
40238.65000,0
40238.66000,0
40238.67000,0
40238.68000,0
40238.69000,0
40238.70000,0
40238.71000,0
40238.72000,0
40238.73000,0
40238.74000,0
40238.75000,0
40238.76000,0
40238.77000,0
40238.78000,0
40238.79000,0
40238.80000,0
40238.81000,0
40238.82000,0
40238.83000,0
40238.84000,0
40238.85000,0
40238.86000,0
40238.87000,0
40238.88000,0
40238.89000,0
40238.90000,0
40238.91000,0
40238.92000,0
40238.93000,0
40238.94000,0
40238.95000,0
40238.96000,0
40238.97000,0
40238.98000,0
40238.99000,0
40239.00000,0
40239.01000,0
40239.02000,0
40239.03000,0
40239.04000,0
40239.05000,0
40239.06000,0
40239.07000,0
40239.08000,0
40239.09000,0
40239.10000,0
40239.11000,0
40239.12000,0
40239.13000,0
40239.14000,0
40239.15000,0
40239.16000,0
40239.17000,0
40239.18000,0
40239.19000,0
40239.20000,0
40239.21000,0
40239.22000,0
40239.23000,0
40239.24000,0
40239.25000,0
40239.26000,0
40239.27000,0
40239.28000,0
40239.29000,0
40239.30000,0
40239.31000,0
40239.32000,0
40239.33000,0
40239.34000,0
40239.35000,0
40239.36000,0
40239.37000,0
40239.38000,0
40239.39000,0
40239.40000,0
40239.41000,0
40239.42000,0
40239.43000,0
40239.44000,0
40239.45000,0
40239.46000,0
40239.47000,0
40239.48000,0
40239.49000,0
40239.50000,0
40239.51000,0
40239.52000,0
40239.53000,0
40239.54000,0
40239.55000,0
40239.56000,0
40239.57000,0
40239.58000,0
40239.59000,0
40239.60000,0
40239.61000,0
40239.62000,0
40239.63000,0
40239.64000,0
40239.65000,0
40239.66000,0
40239.67000,0
40239.68000,0
40239.69000,0
40239.70000,0
40239.71000,0
40239.72000,0
40239.73000,0
40239.74000,0
40239.75000,0
40239.76000,0
40239.77000,0
40239.78000,0
40239.79000,0
40239.80000,0
40239.81000,0
40239.82000,0
40239.83000,0
40239.84000,0
40239.85000,0
40239.86000,0
40239.87000,0
40239.88000,0
40239.89000,0
40239.90000,0
40239.91000,0
40239.92000,0
40239.93000,0
40239.94000,0
40239.95000,0
40239.96000,0
40239.97000,0
40239.98000,0
40239.99000,0
40240.00000,0
40240.01000,0
40240.02000,0
40240.03000,0
40240.04000,0
40240.05000,0
40240.06000,0
40240.07000,0
40240.08000,0
40240.09000,0
40240.10000,0
40240.11000,0
40240.12000,0
40240.13000,0
40240.14000,0
40240.15000,0
40240.16000,0
40240.17000,0
40240.18000,0
40240.19000,0
40240.20000,0
40240.21000,0
40240.22000,0
40240.23000,0
40240.24000,0
40240.25000,0
40240.26000,0
40240.27000,0
40240.28000,0
40240.29000,0
40240.30000,0
40240.31000,0
40240.32000,0
40240.33000,0
40240.34000,0
40240.35000,0
40240.36000,0
40240.37000,0
40240.38000,0
40240.39000,0
40240.40000,0
40240.41000,0
40240.42000,0
40240.43000,0
40240.44000,0
40240.45000,0
40240.46000,0
40240.47000,0
40240.48000,0
40240.49000,0
40240.50000,0
40240.51000,0
40240.52000,0
40240.53000,0
40240.54000,0
40240.55000,0
40240.56000,0
40240.57000,0
40240.58000,0
40240.59000,0
40240.60000,0
40240.61000,0
40240.62000,0
40240.63000,0
40240.64000,0
40240.65000,0
40240.66000,0
40240.67000,0
40240.68000,0
40240.69000,0
40240.70000,0
40240.71000,0
40240.72000,0
40240.73000,0
40240.74000,0
40240.75000,0
40240.76000,0
40240.77000,0
40240.78000,0
40240.79000,0
40240.80000,0
40240.81000,0
40240.82000,0
40240.83000,0
40240.84000,0
40240.85000,0
40240.86000,0
40240.87000,0
40240.88000,0
40240.89000,0
40240.90000,0
40240.91000,0
40240.92000,0
40240.93000,0
40240.94000,0
40240.95000,0
40240.96000,0
40240.97000,0
40240.98000,0
40240.99000,0
40241.00000,0
40241.01000,0
40241.02000,0
40241.03000,0
40241.04000,0
40241.05000,0
40241.06000,0
40241.07000,0
40241.08000,0
40241.09000,0
40241.10000,0
40241.11000,0
40241.12000,0
40241.13000,0
40241.14000,0
40241.15000,0
40241.16000,0
40241.17000,0
40241.18000,0
40241.19000,0
40241.20000,0
40241.21000,0
40241.22000,0
40241.23000,0
40241.24000,0
40241.25000,0
40241.26000,0
40241.27000,0
40241.28000,0
40241.29000,0
40241.30000,0
40241.31000,0
40241.32000,0
40241.33000,0
40241.34000,0
40241.35000,0
40241.36000,0
40241.37000,0
40241.38000,0
40241.39000,0
40241.40000,0
40241.41000,0
40241.42000,0
40241.43000,0
40241.44000,0
40241.45000,0
40241.46000,0
40241.47000,0
40241.48000,0
40241.49000,0
40241.50000,0
40241.51000,0
40241.52000,0
40241.53000,0
40241.54000,0
40241.55000,0
40241.56000,0
40241.57000,0
40241.58000,0
40241.59000,0
40241.60000,0
40241.61000,0
40241.62000,0
40241.63000,0
40241.64000,0
40241.65000,0
40241.66000,0
40241.67000,0
40241.68000,0
40241.69000,0
40241.70000,0
40241.71000,0
40241.72000,0
40241.73000,0
40241.74000,0
40241.75000,0
40241.76000,0
40241.77000,0
40241.78000,0
40241.79000,0
40241.80000,0
40241.81000,0
40241.82000,0
40241.83000,0
40241.84000,0
40241.85000,0
40241.86000,0
40241.87000,0
40241.88000,0
40241.89000,0
40241.90000,0
40241.91000,0
40241.92000,0
40241.93000,0
40241.94000,0
40241.95000,0
40241.96000,0
40241.97000,0
40241.98000,0
40241.99000,0
40242.00000,0
40242.01000,0
40242.02000,0
40242.03000,0
40242.04000,0
40242.05000,0
40242.06000,0
40242.07000,0
40242.08000,0
40242.09000,0
40242.10000,0
40242.11000,0
40242.12000,0
40242.13000,0
40242.14000,0
40242.15000,0
40242.16000,0
40242.17000,0
40242.18000,0
40242.19000,0
40242.20000,0
40242.21000,0
40242.22000,0
40242.23000,0
40242.24000,0
40242.25000,0
40242.26000,0
40242.27000,0
40242.28000,0
40242.29000,0
40242.30000,0
40242.31000,0
40242.32000,0
40242.33000,0
40242.34000,0
40242.35000,0
40242.36000,0
40242.37000,0
40242.38000,0
40242.39000,0
40242.40000,0
40242.41000,0
40242.42000,0
40242.43000,0
40242.44000,0
40242.45000,0
40242.46000,0
40242.47000,0
40242.48000,0
40242.49000,0
40242.50000,0
40242.51000,0
40242.52000,0
40242.53000,0
40242.54000,0
40242.55000,0
40242.56000,0
40242.57000,0
40242.58000,0
40242.59000,0
40242.60000,0
40242.61000,0
40242.62000,0
40242.63000,0
40242.64000,0
40242.65000,0
40242.66000,0
40242.67000,0
40242.68000,0
40242.69000,0
40242.70000,0
40242.71000,0
40242.72000,0
40242.73000,0
40242.74000,0
40242.75000,0
40242.76000,0
40242.77000,0
40242.78000,0
40242.79000,0
40242.80000,0
40242.81000,0
40242.82000,0
40242.83000,0
40242.84000,0
40242.85000,0
40242.86000,0
40242.87000,0
40242.88000,0
40242.89000,0
40242.90000,0
40242.91000,0
40242.92000,0
40242.93000,0
40242.94000,0
40242.95000,0
40242.96000,0
40242.97000,0
40242.98000,0
40242.99000,0
40243.00000,0
40243.01000,0
40243.02000,0
40243.03000,0
40243.04000,0
40243.05000,0
40243.06000,0
40243.07000,0
40243.08000,0
40243.09000,0
40243.10000,0
40243.11000,0
40243.12000,0
40243.13000,0
40243.14000,0
40243.15000,0
40243.16000,0
40243.17000,0
40243.18000,0
40243.19000,0
40243.20000,0
40243.21000,0
40243.22000,0
40243.23000,0
40243.24000,0
40243.25000,0
40243.26000,0
40243.27000,0
40243.28000,0
40243.29000,0
40243.30000,0
40243.31000,0
40243.32000,0
40243.33000,0
40243.34000,0
40243.35000,0
40243.36000,0
40243.37000,0
40243.38000,0
40243.39000,0
40243.40000,0
40243.41000,0
40243.42000,0
40243.43000,0
40243.44000,0
40243.45000,0
40243.46000,0
40243.47000,0
40243.48000,0
40243.49000,0
40243.50000,0
40243.51000,0
40243.52000,0
40243.53000,0
40243.54000,0
40243.55000,0
40243.56000,0
40243.57000,0
40243.58000,0
40243.59000,0
40243.60000,0
40243.61000,0
40243.62000,0
40243.63000,0
40243.64000,0
40243.65000,0
40243.66000,0
40243.67000,0
40243.68000,0
40243.69000,0
40243.70000,0
40243.71000,0
40243.72000,0
40243.73000,0
40243.74000,0
40243.75000,0
40243.76000,0
40243.77000,0
40243.78000,0
40243.79000,0
40243.80000,0
40243.81000,0
40243.82000,0
40243.83000,0
40243.84000,0
40243.85000,0
40243.86000,0
40243.87000,0
40243.88000,0
40243.89000,0
40243.90000,0
40243.91000,0
40243.92000,0
40243.93000,0
40243.94000,0
40243.95000,0
40243.96000,0
40243.97000,0
40243.98000,0
40243.99000,0
40244.00000,0
40244.01000,0
40244.02000,0
40244.03000,0
40244.04000,0
40244.05000,0
40244.06000,0
40244.07000,0
40244.08000,0
40244.09000,0
40244.10000,0
40244.11000,0
40244.12000,0
40244.13000,0
40244.14000,0
40244.15000,0
40244.16000,0
40244.17000,0
40244.18000,0
40244.19000,0
40244.20000,0
40244.21000,0
40244.22000,0
40244.23000,0
40244.24000,0
40244.25000,0
40244.26000,0
40244.27000,0
40244.28000,0
40244.29000,0
40244.30000,0
40244.31000,0
40244.32000,0
40244.33000,0
40244.34000,0
40244.35000,0
40244.36000,0
40244.37000,0
40244.38000,0
40244.39000,0
40244.40000,0
40244.41000,0
40244.42000,0
40244.43000,0
40244.44000,0
40244.45000,0
40244.46000,0
40244.47000,0
40244.48000,0
40244.49000,0
40244.50000,0
40244.51000,0
40244.52000,0
40244.53000,0
40244.54000,0
40244.55000,0
40244.56000,0
40244.57000,0
40244.58000,0
40244.59000,0
40244.60000,0
40244.61000,0
40244.62000,0
40244.63000,0
40244.64000,0
40244.65000,0
40244.66000,0
40244.67000,0
40244.68000,0
40244.69000,0
40244.70000,0
40244.71000,0
40244.72000,0
40244.73000,0
40244.74000,0
40244.75000,0
40244.76000,0
40244.77000,0
40244.78000,0
40244.79000,0
40244.80000,0
40244.81000,0
40244.82000,0
40244.83000,0
40244.84000,0
40244.85000,0
40244.86000,0
40244.87000,0
40244.88000,0
40244.89000,0
40244.90000,0
40244.91000,0
40244.92000,0
40244.93000,0
40244.94000,0
40244.95000,0
40244.96000,0
40244.97000,0
40244.98000,0
40244.99000,0
40245.00000,0
40245.01000,0
40245.02000,0
40245.03000,0
40245.04000,0
40245.05000,0
40245.06000,0
40245.07000,0
40245.08000,0
40245.09000,0
40245.10000,0
40245.11000,0
40245.12000,0
40245.13000,0
40245.14000,0
40245.15000,0
40245.16000,0
40245.17000,0
40245.18000,0
40245.19000,0
40245.20000,0
40245.21000,0
40245.22000,0
40245.23000,0
40245.24000,0
40245.25000,0
40245.26000,0
40245.27000,0
40245.28000,0
40245.29000,0
40245.30000,0
40245.31000,0
40245.32000,0
40245.33000,0
40245.34000,0
40245.35000,0
40245.36000,0
40245.37000,0
40245.38000,0
40245.39000,0
40245.40000,0
40245.41000,0
40245.42000,0
40245.43000,0
40245.44000,0
40245.45000,0
40245.46000,0
40245.47000,0
40245.48000,0
40245.49000,0
40245.50000,0
40245.51000,0
40245.52000,0
40245.53000,0
40245.54000,0
40245.55000,0
40245.56000,0
40245.57000,0
40245.58000,0
40245.59000,0
40245.60000,0
40245.61000,0
40245.62000,0
40245.63000,0
40245.64000,0
40245.65000,0
40245.66000,0
40245.67000,0
40245.68000,0
40245.69000,0
40245.70000,0
40245.71000,0
40245.72000,0
40245.73000,0
40245.74000,0
40245.75000,0
40245.76000,0
40245.77000,0
40245.78000,0
40245.79000,0
40245.80000,0
40245.81000,0
40245.82000,0
40245.83000,0
40245.84000,0
40245.85000,0
40245.86000,0
40245.87000,0
40245.88000,0
40245.89000,0
40245.90000,0
40245.91000,0
40245.92000,0
40245.93000,0
40245.94000,0
40245.95000,0
40245.96000,0
40245.97000,0
40245.98000,0
40245.99000,0
40246.00000,0
40246.01000,0
40246.02000,0
40246.03000,0
40246.04000,0
40246.05000,0
40246.06000,0
40246.07000,0
40246.08000,0
40246.09000,0
40246.10000,0
40246.11000,0
40246.12000,0
40246.13000,0
40246.14000,0
40246.15000,0
40246.16000,0
40246.17000,0
40246.18000,0
40246.19000,0
40246.20000,0
40246.21000,0
40246.22000,0
40246.23000,0
40246.24000,0
40246.25000,0
40246.26000,0
40246.27000,0
40246.28000,0
40246.29000,0
40246.30000,0
40246.31000,0
40246.32000,0
40246.33000,0
40246.34000,0
40246.35000,0
40246.36000,0
40246.37000,0
40246.38000,0
40246.39000,0
40246.40000,0
40246.41000,0
40246.42000,0
40246.43000,0
40246.44000,0
40246.45000,0
40246.46000,0
40246.47000,0
40246.48000,0
40246.49000,0
40246.50000,0
40246.51000,0
40246.52000,0
40246.53000,0
40246.54000,0
40246.55000,0
40246.56000,0
40246.57000,0
40246.58000,0
40246.59000,0
40246.60000,0
40246.61000,0
40246.62000,0
40246.63000,0
40246.64000,0
40246.65000,0
40246.66000,0
40246.67000,0
40246.68000,0
40246.69000,0
40246.70000,0
40246.71000,0
40246.72000,0
40246.73000,0
40246.74000,0
40246.75000,0
40246.76000,0
40246.77000,0
40246.78000,0
40246.79000,0
40246.80000,0
40246.81000,0
40246.82000,0
40246.83000,0
40246.84000,0
40246.85000,0
40246.86000,0
40246.87000,0
40246.88000,0
40246.89000,0
40246.90000,0
40246.91000,0
40246.92000,0
40246.93000,0
40246.94000,0
40246.95000,0
40246.96000,0
40246.97000,0
40246.98000,0
40246.99000,0
40247.00000,0
40247.01000,0
40247.02000,0
40247.03000,0
40247.04000,0
40247.05000,0
40247.06000,0
40247.07000,0
40247.08000,0
40247.09000,0
40247.10000,0
40247.11000,0
40247.12000,0
40247.13000,0
40247.14000,0
40247.15000,0
40247.16000,0
40247.17000,0
40247.18000,0
40247.19000,0
40247.20000,0
40247.21000,0
40247.22000,0
40247.23000,0
40247.24000,0
40247.25000,0
40247.26000,0
40247.27000,0
40247.28000,0
40247.29000,0
40247.30000,0
40247.31000,0
40247.32000,0
40247.33000,0
40247.34000,0
40247.35000,0
40247.36000,0
40247.37000,0
40247.38000,0
40247.39000,0
40247.40000,0
40247.41000,0
40247.42000,0
40247.43000,0
40247.44000,0
40247.45000,0
40247.46000,0
40247.47000,0
40247.48000,0
40247.49000,0
40247.50000,0
40247.51000,0
40247.52000,0
40247.53000,0
40247.54000,0
40247.55000,0
40247.56000,0
40247.57000,0
40247.58000,0
40247.59000,0
40247.60000,0
40247.61000,0
40247.62000,0
40247.63000,0
40247.64000,0
40247.65000,0
40247.66000,0
40247.67000,0
40247.68000,0
40247.69000,0
40247.70000,0
40247.71000,0
40247.72000,0
40247.73000,0
40247.74000,0
40247.75000,0
40247.76000,0
40247.77000,0
40247.78000,0
40247.79000,0
40247.80000,0
40247.81000,0
40247.82000,0
40247.83000,0
40247.84000,0
40247.85000,0
40247.86000,0
40247.87000,0
40247.88000,0
40247.89000,0
40247.90000,0
40247.91000,0
40247.92000,0
40247.93000,0
40247.94000,0
40247.95000,0
40247.96000,0
40247.97000,0
40247.98000,0
40247.99000,0
40248.00000,0
40248.01000,0
40248.02000,0
40248.03000,0
40248.04000,0
40248.05000,0
40248.06000,0
40248.07000,0
40248.08000,0
40248.09000,0
40248.10000,0
40248.11000,0
40248.12000,0
40248.13000,0
40248.14000,0
40248.15000,0
40248.16000,0
40248.17000,0
40248.18000,0
40248.19000,0
40248.20000,0
40248.21000,0
40248.22000,0
40248.23000,0
40248.24000,0
40248.25000,0
40248.26000,0
40248.27000,0
40248.28000,0
40248.29000,0
40248.30000,0
40248.31000,0
40248.32000,0
40248.33000,0
40248.34000,0
40248.35000,0
40248.36000,0
40248.37000,0
40248.38000,0
40248.39000,0
40248.40000,0
40248.41000,0
40248.42000,0
40248.43000,0
40248.44000,0
40248.45000,0
40248.46000,0
40248.47000,0
40248.48000,0
40248.49000,0
40248.50000,0
40248.51000,0
40248.52000,0
40248.53000,0
40248.54000,0
40248.55000,0
40248.56000,0
40248.57000,0
40248.58000,0
40248.59000,0
40248.60000,0
40248.61000,0
40248.62000,0
40248.63000,0
40248.64000,0
40248.65000,0
40248.66000,0
40248.67000,0
40248.68000,0
40248.69000,0
40248.70000,0
40248.71000,0
40248.72000,0
40248.73000,0
40248.74000,0
40248.75000,0
40248.76000,0
40248.77000,0
40248.78000,0
40248.79000,0
40248.80000,0
40248.81000,0
40248.82000,0
40248.83000,0
40248.84000,0
40248.85000,0
40248.86000,0
40248.87000,0
40248.88000,0
40248.89000,0
40248.90000,0
40248.91000,0
40248.92000,0
40248.93000,0
40248.94000,0
40248.95000,0
40248.96000,0
40248.97000,0
40248.98000,0
40248.99000,0
40249.00000,0
40249.01000,0
40249.02000,0
40249.03000,0
40249.04000,0
40249.05000,0
40249.06000,0
40249.07000,0
40249.08000,0
40249.09000,0
40249.10000,0
40249.11000,0
40249.12000,0
40249.13000,0
40249.14000,0
40249.15000,0
40249.16000,0
40249.17000,0
40249.18000,0
40249.19000,0
40249.20000,0
40249.21000,0
40249.22000,0
40249.23000,0
40249.24000,0
40249.25000,0
40249.26000,4.86444e-14
40249.27000,9.55092e-06
40249.28000,0.0041081
40249.29000,0.0174855
40249.30000,0.0375114
40249.31000,0.0588175
40249.32000,0.105716
40249.33000,0.105504
40249.34000,0.105291
40249.35000,0.105079
40249.36000,0.104867
